asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
SN89,infinitehash,False,,,,,,,no Binance USDT perp validated
SN9,iota-2,True,,,,,,,no Binance USDT perp validated
SN91,tensorprox,False,,,,,,,no Binance USDT perp validated
SN93,bitcast,False,,,,,,,no Binance USDT perp validated
SNC,suncontract,False,,,,,,,no Binance USDT perp validated
SNEK,snek,True,,,,,,,no Binance USDT perp validated
SNORT,snorter,False,,,,,,,no Binance USDT perp validated
SNOWBALL,snowball-3,False,,,,,,,no Binance USDT perp validated
SNPAD,snpad,False,,,,,,,no Binance USDT perp validated
SNS,solana-name-service,False,,,,,,,no Binance USDT perp validated
SNSY,sensay,False,,,,,,,no Binance USDT perp validated
SNT,status,True,,,,,,,no Binance USDT perp validated
SNX,havven,True,,,SNXUSDT,1.0,2020-08-14,,"ticker match; vs CoinGecko havven: 728 days, median gap 0.14%"
SOBTC,wrapped-bitcoin-sollet,False,,,,,,,no Binance USDT perp validated
SOCKS,unisocks,False,,,,,,,no Binance USDT perp validated
SOETH,wrapped-ethereum-sollet,False,,,,,,,no Binance USDT perp validated
SOGNI,sogni-ai,False,,,,,,,no Binance USDT perp validated
SOIL,soil,False,,,,,,,no Binance USDT perp validated
SOL,solana,True,,,SOLUSDT,1.0,2020-09-14,,"ticker match; vs CoinGecko solana: 728 days, median gap 0.07%"
SOLO,solo-coin,False,,,,,,,no Binance USDT perp validated
SOLPUMP,solpump,False,,,,,,,no Binance USDT perp validated
SOLV,solv-protocol,False,,,SOLVUSDT,1.0,2025-01-17,,"ticker match; vs CoinGecko solv-protocol: 609 days, median gap 0.16%"
SOLVBTC,solv-btc,False,,,,,,,no Binance USDT perp validated
SOLVBTC.JUP,solv-protocol-solvbtc-jupiter,False,,,,,,,no Binance USDT perp validated
SOLX,solaxy,False,,,,,,,no Binance USDT perp validated
SOMI,somnia,True,,,SOMIUSDT,1.0,2025-08-25,,"ticker match; vs CoinGecko somnia: 382 days, median gap 0.15%"
SOMPI,sompi,True,,,,,,,no Binance USDT perp validated
SONIC,sonic-svm,False,,,SONICUSDT,1.0,2025-01-08,,"ticker match; vs CoinGecko sonic-svm: 618 days, median gap 0.22%"
SOON,soon-2,True,,,SOONUSDT,1.0,2025-05-23,,"ticker match; vs CoinGecko soon-2: 483 days, median gap 0.32%"
SOPH,sophon,True,,,SOPHUSDT,1.0,2025-05-28,,"ticker match; vs CoinGecko sophon: 478 days, median gap 0.19%"
SOS,strategic-oil-supply-2,True,,,,,,,no Binance USDT perp validated
SOSANA,sosana,False,,,,,,,no Binance USDT perp validated
SOSO,sosovalue,True,,,,,,,no Binance USDT perp validated
SOUL,phantasma,False,,,,,,,no Binance USDT perp validated
SOV,sovryn,False,,,,,,,no Binance USDT perp validated
SOVRN,sovrun,False,,,,,,,no Binance USDT perp validated
SPA,sperax,False,,,,,,,no Binance USDT perp validated
SPACE,spacecoin-2,True,,,SPACEUSDT,1.0,2026-01-23,,"ticker match; vs CoinGecko spacecoin-2: 238 days, median gap 0.27%"
SPARKLET,upland,False,,,,,,,no Binance USDT perp validated
SPC,spacechain-erc-20,False,,,,,,,no Binance USDT perp validated
SPCM,spacem-token,False,,,,,,,no Binance USDT perp validated
SPCX,paimon-spacex-spv-token,False,,,,,,,no Binance USDT perp validated
SPDR,spiderswap,False,,,,,,,no Binance USDT perp validated
SPE,saveplanetearth,False,,,,,,,no Binance USDT perp validated
SPEC,spectral,False,,,,,,,no Binance USDT perp validated
SPECTRA,spectra-finance,False,,,,,,,no Binance USDT perp validated
SPECTRE,spectre-ai,False,,,,,,,no Binance USDT perp validated
SPELL,spell-token,True,,,SPELLUSDT,1.0,2022-09-05,,"ticker match; vs CoinGecko spell-token: 728 days, median gap 0.13%"
SPK,spark-2,True,,,SPKUSDT,1.0,2025-06-17,,"ticker match; vs CoinGecko spark-2: 458 days, median gap 0.17%"
SPLD,splendor,False,,,,,,,no Binance USDT perp validated
SPLUSD,trevee-staked-plasma-usd,False,,,,,,,no Binance USDT perp validated
SPS,splinterlands,False,,,,,,,no Binance USDT perp validated
SPSC,shit-piss-skin-can,False,,,,,,,no Binance USDT perp validated
SPURS,tottenham-hotspur-fc-fan-token,False,,,,,,,no Binance USDT perp validated
SPUSD,soulpeg-usd,False,,,,,,,no Binance USDT perp validated
SPX,spx6900,True,,,SPXUSDT,1.0,2024-12-10,,"ticker match; vs CoinGecko spx6900: 647 days, median gap 0.14%"
SPYON,spdr-s-p-500-etf-ondo-tokenized-etf,True,,,,,,,no Binance USDT perp validated
SPYX,sp500-xstock,True,,,,,,,no Binance USDT perp validated
SQD,subsquid,True,,,SQDUSDT,1.0,2025-06-11,,"ticker match; vs CoinGecko subsquid: 464 days, median gap 0.26%"
SQGROW,squidgrow-2,False,,,,,,,no Binance USDT perp validated
SQUIRREL,squirrel-by,False,,,,,,,no Binance USDT perp validated
SRM,serum,False,,,,,,,no Binance USDT perp validated
SRUSD,reservoir-srusd,False,,,,,,,no Binance USDT perp validated
SRUSDE,strata-senior-usde,False,,,,,,,no Binance USDT perp validated
SRX,storx,True,,,,,,,no Binance USDT perp validated
SSLX,starslax,False,,,,,,,no Binance USDT perp validated
SSOL,solayer-staked-sol,False,,,,,,,no Binance USDT perp validated
SSUI,spring-staked-sui,False,,,,,,,no Binance USDT perp validated
SSUPERUSD,superreturn-ssuperusd,False,,,,,,,no Binance USDT perp validated
SSV,ssv-network,True,,,SSVUSDT,1.0,2023-02-23,,"ticker match; vs CoinGecko ssv-network: 728 days, median gap 0.12%"
ST,small-thing,True,,,,,,,no Binance USDT perp validated
ST0G,gimo-staked-0g,False,,,,,,,no Binance USDT perp validated
STABLE,stable-2,True,,,STABLEUSDT,1.0,2025-11-06,,"ticker match; vs CoinGecko stable-2: 285 days, median gap 0.27%"
STAC,securitize-tokenized-aaa-clo-fund,True,,,,,,,no Binance USDT perp validated
STAPL,staked-aria-premier-launch,False,,,,,,,no Binance USDT perp validated
STAPT,hyperion-staked-aptos,False,,,,,,,no Binance USDT perp validated
STARL,starlink,False,,,,,,,no Binance USDT perp validated
STAT,stat,False,,,,,,,no Binance USDT perp validated
STATOM,stride-staked-atom,False,,,,,,,no Binance USDT perp validated
STAU,stau,True,,,,,,,no Binance USDT perp validated
STAVAX,gogopool-ggavax,False,,,,,,,no Binance USDT perp validated
STAX,stax-token,False,,,,,,,no Binance USDT perp validated
STBL,stbl,True,,,STBLUSDT,1.0,2025-09-17,,"ticker match; vs CoinGecko stbl: 366 days, median gap 0.27%"
STBTC,lorenzo-stbtc,False,,,,,,,no Binance USDT perp validated
STCUSD,staked-cap-usd,False,,,,,,,no Binance USDT perp validated
STEAKETH,steakhouse-eth-morpho-vault,False,,,,,,,no Binance USDT perp validated
STEAKPYUSD,steakhouse-pyusd-morpho-vault,False,,,,,,,no Binance USDT perp validated
STEAKUSDC,steakhouse-usdc-morpho-vault,False,,,,,,,no Binance USDT perp validated
STEAKUSDT,steakhouse-usdt,False,,,,,,,no Binance USDT perp validated
STEEM,steem,True,,,STEEMUSDT,1.0,2023-11-08,,"ticker match; vs CoinGecko steem: 728 days, median gap 0.16%"
STEP,step-finance,False,,,,,,,no Binance USDT perp validated
STETH,staked-ether,False,,,,,,,no Binance USDT perp validated
STG,stargate-finance,True,,,STGUSDT,1.0,2022-08-24,,"ticker match; vs CoinGecko stargate-finance: 728 days, median gap 0.13%"
STHYPE,staked-hype,False,,,,,,,no Binance USDT perp validated
STIP,staked-ip,False,,,,,,,no Binance USDT perp validated
STKAPT,staked-kofi-aptos,False,,,,,,,no Binance USDT perp validated
STM,steam22,False,,,,,,,no Binance USDT perp validated
STNK,stonks-4,False,,,,,,,no Binance USDT perp validated
STO,stakestone,True,,,STOUSDT,1.0,2025-04-12,,"ticker match; vs CoinGecko stakestone: 524 days, median gap 0.17%"
STON,ston-2,False,,,,,,,no Binance USDT perp validated
STORJ,storj,False,,,STORJUSDT,1.0,2020-09-16,2026-08-25,"ticker match; vs CoinGecko storj: 705 days, median gap 0.15%"
STORM,storm-trade,False,,,,,,,no Binance USDT perp validated
STOS,stratos,False,,,,,,,no Binance USDT perp validated
STRAX,stratis,True,,,,,,,no Binance USDT perp validated
STRCX,strategy-pp-variable-xstock,True,,,,,,,no Binance USDT perp validated
STREAM,streamflow,False,,,,,,,no Binance USDT perp validated
STRIKE,strike-2,False,,,,,,,no Binance USDT perp validated
STRK,starknet,True,,,STRKUSDT,1.0,2024-02-20,,"ticker match; vs CoinGecko starknet: 728 days, median gap 0.11%"
STRONGSOL,stronghold-staked-sol,False,,,,,,,no Binance USDT perp validated
STRX,strikecoin,True,,,,,,,no Binance USDT perp validated
STS,beets-staked-sonic,False,,,,,,,no Binance USDT perp validated
STSOL,lido-staked-sol,False,,,,,,,no Binance USDT perp validated
STTAO,tensorplex-staked-tao,False,,,,,,,no Binance USDT perp validated
STTON,bemo-staked-ton,False,,,,,,,no Binance USDT perp validated
STUFF,book-2,False,,,,,,,no Binance USDT perp validated
STUSDT,staked-usdt,False,,,,,,,no Binance USDT perp validated
STX,blockstack,True,,,STXUSDT,1.0,2023-02-20,,"ticker match; vs CoinGecko blockstack: 728 days, median gap 0.13%"
STXRP,firelight-staked-xrp,False,,,,,,,no Binance USDT perp validated
STXTZ,stacy-staked-xtz,False,,,,,,,no Binance USDT perp validated
SUI,sui,True,,,SUIUSDT,1.0,2023-05-03,,"ticker match; vs CoinGecko sui: 728 days, median gap 0.08%"
SUKU,suku,False,,,,,,,no Binance USDT perp validated
SUMX,summer-point-token,False,,,,,,,no Binance USDT perp validated
SUN,sun-token,True,,,SUNUSDT,1.0,2024-08-22,,"ticker match; vs CoinGecko sun-token: 728 days, median gap 0.10%"
SUNDOG,sundog,False,,,,,,,no Binance USDT perp validated
SUP,superfluid,False,,,,,,,no Binance USDT perp validated
SUPER,superfarm,True,,,SUPERUSDT,1.0,2023-11-26,,"ticker match; vs CoinGecko superfarm: 728 days, median gap 0.15%"
SUPEROETH,super-oeth,False,,,,,,,no Binance USDT perp validated
SUPRA,supra,False,,,,,,,no Binance USDT perp validated
SURE,insure,False,,,,,,,no Binance USDT perp validated
SURGE,surge-4,False,,,,,,,no Binance USDT perp validated
SUSD,nusd,True,,,,,,,no Binance USDT perp validated
SUSD1+,staked-usd1,False,,,,,,,no Binance USDT perp validated
SUSDA,susda,False,,,,,,,no Binance USDT perp validated
SUSDAI,susdai,False,,,,,,,no Binance USDT perp validated
SUSDE,ethena-staked-usde,False,,,,,,,no Binance USDT perp validated
SUSDS,susds,False,,,,,,,no Binance USDT perp validated
SUSDX,usdx-money-staked-usdx,False,,,,,,,no Binance USDT perp validated
SUSDZ,anzen-staked-usdz,False,,,,,,,no Binance USDT perp validated
SUSHI,sushi,True,,,SUSHIUSDT,1.0,2020-09-04,,"ticker match; vs CoinGecko sushi: 728 days, median gap 0.11%"
SUSN,staked-usn,False,,,,,,,no Binance USDT perp validated
SUSP,pareto-staked-usp,False,,,,,,,no Binance USDT perp validated
SVL,slash-vision-labs,False,,,,,,,no Binance USDT perp validated
SWAP,trustswap,False,,,,,,,no Binance USDT perp validated
SWARMS,swarms,True,,,SWARMSUSDT,1.0,2025-01-07,,"ticker match; vs CoinGecko swarms: 619 days, median gap 0.27%"
SWBERA,pol-staked-wbera,False,,,,,,,no Binance USDT perp validated
SWCH,swisscheese,False,,,,,,,no Binance USDT perp validated
SWEAT,sweatcoin,False,,,,,,,no Binance USDT perp validated
SWELL,swell-network,False,,,SWELLUSDT,1.0,2024-11-08,2025-11-27,"ticker match; vs CoinGecko swell-network: 385 days, median gap 0.14%"
SWETH,sweth,False,,,,,,,no Binance USDT perp validated
SWFTC,swftcoin,True,,,,,,,no Binance USDT perp validated
SWISE,stakewise,False,,,,,,,no Binance USDT perp validated
SWITCH,switch-token,False,,,,,,,no Binance USDT perp validated
SWOP,swop-2,True,,,,,,,no Binance USDT perp validated
SWTCH,switchboard,False,,,,,,,no Binance USDT perp validated
SX,sx-network-2,False,,,,,,,no Binance USDT perp validated
SXP,swipe,False,,,,,,,no Binance USDT perp validated
SXT,space-and-time,True,,,SXTUSDT,1.0,2025-05-02,,"ticker match; vs CoinGecko space-and-time: 499 days, median gap 0.14%"
SYMM,symmio,False,,,,,,,no Binance USDT perp validated
SYN,synapse-2,False,,,SYNUSDT,1.0,2024-08-16,,"ticker match; vs CoinGecko synapse-2: 728 days, median gap 0.13%"
SYND,syndicate-3,False,,,,,,,no Binance USDT perp validated
SYNT,synternet-synt,False,,,,,,,no Binance USDT perp validated
SYRUP,syrup,True,,,SYRUPUSDT,1.0,2025-05-07,,"ticker match; vs CoinGecko syrup: 499 days, median gap 0.13%"
SYRUPUSDC,syrupusdc,False,,,,,,,no Binance USDT perp validated
SYRUPUSDT,syrupusdt,False,,,,,,,no Binance USDT perp validated
SYS,syscoin,False,,,SYSUSDT,1.0,2024-08-19,2026-05-18,"ticker match; vs CoinGecko syscoin: 606 days, median gap 0.16%"
SYUSD,staked-yusd,False,,,,,,,no Binance USDT perp validated
SYZUSD,staked-yuzu-usd,False,,,,,,,no Binance USDT perp validated
T,threshold-network-token,True,,,TUSDT,1.0,2023-01-31,,"ticker match; vs CoinGecko threshold-network-token: 728 days, median gap 0.16%"
T99,tethereum-3,False,,,,,,,no Binance USDT perp validated
TA,trusta-ai,False,,,TAUSDT,1.0,2025-07-21,,"ticker match; vs CoinGecko trusta-ai: 424 days, median gap 0.34%"
TAC,tac,True,,,TACUSDT,1.0,2025-07-15,,"ticker match; vs CoinGecko tac: 430 days, median gap 0.35%"
TAG,tagger,True,,,TAGUSDT,1.0,2025-07-25,,"ticker match; vs CoinGecko tagger: 420 days, median gap 0.43%"
TAI,tars-protocol,False,,,,,,,no Binance USDT perp validated
TAIKO,taiko,True,,,TAIKOUSDT,1.0,2025-06-11,,"ticker match; vs CoinGecko taiko: 464 days, median gap 0.21%"
TAKE,overtake,False,,,TAKEUSDT,1.0,2025-09-03,,"ticker match; vs CoinGecko overtake: 380 days, median gap 0.44%"
TANSSI,tanssi,False,,,TANSSIUSDT,1.0,2025-07-09,2026-01-20,"ticker match; vs CoinGecko tanssi: 196 days, median gap 0.39%"
TAO,bittensor,True,,,TAOUSDT,1.0,2024-04-11,,"ticker match; vs CoinGecko bittensor: 728 days, median gap 0.09%"
TAOBOT,tao-bot,False,,,,,,,no Binance USDT perp validated
TAROT,tarot-2,False,,,,,,,no Binance USDT perp validated
TASSHUB,tass-hub,False,,,,,,,no Binance USDT perp validated
TBK,tronbank,True,,,,,,,no Binance USDT perp validated
TBTC,tbtc,False,,,,,,,no Binance USDT perp validated
TCOM,tcom-global,False,,,,,,,no Binance USDT perp validated
TCY,tcy,True,,,,,,,no Binance USDT perp validated
TDCCP,tdccp,True,,,,,,,no Binance USDT perp validated
TDROP,thetadrop,False,,,,,,,no Binance USDT perp validated
TEL,telcoin,True,,,,,,,no Binance USDT perp validated
TEMPLE,temple,True,,,,,,,no Binance USDT perp validated
TENSOR,wrapped-hypertensor,False,,,,,,,no Binance USDT perp validated
TERA,tera-smart-money,False,,,,,,,no Binance USDT perp validated
TET,tectum,False,,,,,,,no Binance USDT perp validated
TETH,treehouse-eth,False,,,,,,,no Binance USDT perp validated
TFUEL,theta-fuel,True,,,,,,,no Binance USDT perp validated
TGBP,tokenised-gbp,True,,,,,,,no Binance USDT perp validated
TGC,tg-casino,False,,,,,,,no Binance USDT perp validated
TGT,thorwallet,False,,,,,,,no Binance USDT perp validated
THALES,thales,False,,,,,,,no Binance USDT perp validated
THAPT,thala-apt,False,,,,,,,no Binance USDT perp validated
THAT,that,False,,,,,,,no Binance USDT perp validated
THBILL,theo-short-duration-us-treasury-fund,True,,,,,,,no Binance USDT perp validated
THE,thena,False,,,THEUSDT,1.0,2024-11-27,,"ticker match; vs CoinGecko thena: 660 days, median gap 0.15%"
THETA,theta-token,True,,,THETAUSDT,1.0,2020-05-27,,"ticker match; vs CoinGecko theta-token: 728 days, median gap 0.10%"
THOR,thorswap,False,,,,,,,no Binance USDT perp validated
THQ,theoriq,False,,,,,,,no Binance USDT perp validated
THT,thought,False,,,,,,,no Binance USDT perp validated
TIA,celestia,True,,,TIAUSDT,1.0,2023-10-31,,"ticker match; vs CoinGecko celestia: 728 days, median gap 0.10%"
TIBBIR,ribbita-by-virtuals,True,,,,,,,no Binance USDT perp validated
TICS,qubetics,False,,,,,,,no Binance USDT perp validated
TIG,the-innovation-game,True,,,,,,,no Binance USDT perp validated
TIME,chronobank,False,,,,,,,no Binance USDT perp validated
TIMI,metaarena,False,,,,,,,no Binance USDT perp validated
TIPON,ishares-tips-bond-etf-ondo-tokenized-etf,False,,,,,,,no Binance USDT perp validated
TITN,thor-wallet,False,,,,,,,no Binance USDT perp validated
TKO,tokocrypto,False,,,,,,,no Binance USDT perp validated
TKX,tokenize-xchange,True,,,,,,,no Binance USDT perp validated
TLM,alien-worlds,False,,,TLMUSDT,1.0,2023-03-29,,"ticker match; vs CoinGecko alien-worlds: 728 days, median gap 0.13%"
TLOS,telos,False,,,,,,,no Binance USDT perp validated
TLTON,ishares-20-year-treasury-bond-etf-ondo-tokenized-etf,True,,,,,,,no Binance USDT perp validated
TMON,toyota-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
TNK,trac-network,False,,,,,,,no Binance USDT perp validated
TNSR,tensor,False,,,TNSRUSDT,1.0,2024-04-08,,"ticker match; vs CoinGecko tensor: 728 days, median gap 0.14%"
TOBY,toby-toadgod,False,,,,,,,no Binance USDT perp validated
TOKE,tokemak,False,,,,,,,no Binance USDT perp validated
TOKEN,tokenfi,False,,,TOKENUSDT,1.0,2023-11-03,2025-12-04,"ticker match; vs CoinGecko tokenfi: 441 days, median gap 0.11%"
TOMI,tominet,False,,,,,,,no Binance USDT perp validated
TON,the-open-network,True,,,TONUSDT,1.0,2024-03-01,2026-06-22,"ticker match; vs CoinGecko the-open-network: 641 days, median gap 0.08%"
TON,the-open-network,True,,,GRAMUSDT,1.0,2026-07-02,,"renamed perp; vs CoinGecko the-open-network: 78 days, median gap 0.06%"
TONIC,tectonic,False,,,,,,,no Binance USDT perp validated
TORN,tornado-cash,True,,,,,,,no Binance USDT perp validated
TORUS,torus,False,,,,,,,no Binance USDT perp validated
TOSHI,toshi,True,,,TOSHIUSDT,1.0,2025-09-17,,"ticker match; vs CoinGecko toshi: 366 days, median gap 0.28%"
TOWER,tower,False,,,,,,,no Binance USDT perp validated
TOWNS,towns,False,,,TOWNSUSDT,1.0,2025-08-05,,"ticker match; vs CoinGecko towns: 409 days, median gap 0.16%"
TPT,triple-plus,True,,,,,,,no Binance USDT perp validated
TRAC,origintrail,True,,,,,,,no Binance USDT perp validated
TRADE,polytrade,False,,,,,,,no Binance USDT perp validated
TRADOOR,tradoor,False,,,TRADOORUSDT,1.0,2025-09-19,,"ticker match; vs CoinGecko tradoor: 364 days, median gap 0.35%"
TRB,tellor,True,,,TRBUSDT,1.0,2020-09-03,,"ticker match; vs CoinGecko tellor: 728 days, median gap 0.09%"
TREE,tree-capital,True,,,,,,,no Binance USDT perp validated
TRIA,tria,True,,,TRIAUSDT,1.0,2026-02-06,,"ticker match; vs CoinGecko tria: 224 days, median gap 0.29%"
TRIAS,trias-token,False,,,,,,,no Binance USDT perp validated
TRIBE,tribe-2,False,,,,,,,no Binance USDT perp validated
TRILLIONS,trillions,True,,,,,,,no Binance USDT perp validated
TRIX,tiktrix,False,,,,,,,no Binance USDT perp validated
TROLL,troll-2,True,,,,,,,no Binance USDT perp validated
TRU,truefi,False,,,TRUUSDT,1.0,2023-03-06,2026-04-20,"ticker match; vs CoinGecko truefi: 578 days, median gap 0.16%"
TRUAPT,trufin-staked-apt,False,,,,,,,no Binance USDT perp validated
TRUE,true,False,,,,,,,no Binance USDT perp validated
TRUF,truflation,False,,,,,,,no Binance USDT perp validated
TRUINJ,trufin-staked-inj,False,,,,,,,no Binance USDT perp validated
TRUMP,official-trump,True,,,TRUMPUSDT,1.0,2025-01-18,,"ticker match; vs CoinGecko official-trump: 608 days, median gap 0.09%"
TRUNEAR,trufin-staked-near,False,,,,,,,no Binance USDT perp validated
TRUNK,elephant-money-trunk,False,,,,,,,no Binance USDT perp validated
TRUST,intuition,False,,,TRUSTUSDT,1.0,2025-11-05,,"ticker match; vs CoinGecko intuition: 317 days, median gap 0.31%"
TRUTH,swarm-network,True,,,TRUTHUSDT,1.0,2025-10-01,,"ticker match; vs CoinGecko swarm-network: 352 days, median gap 0.39%"
TRWA,tharwa,False,,,,,,,no Binance USDT perp validated
TRX,tron,True,,,TRXUSDT,1.0,2020-01-15,,"ticker match; vs CoinGecko tron: 728 days, median gap 0.06%"
TRYB,bilira,False,,,,,,,no Binance USDT perp validated
TSLAON,tesla-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
TSLAX,tesla-xstock,True,,,,,,,no Binance USDT perp validated
TST,test-3,True,,,TSTUSDT,1.0,2025-02-09,,"ticker match; vs CoinGecko test-3: 586 days, median gap 0.17%"
TSUKA,dejitaru-tsuka,False,,,,,,,no Binance USDT perp validated
TSUKI,tsuki,False,,,,,,,no Binance USDT perp validated
TT,thunder-token,False,,,,,,,no Binance USDT perp validated
TUNA,defituna,False,,,,,,,no Binance USDT perp validated
TURBO,turbo,True,,,TURBOUSDT,1.0,2024-05-30,,"ticker match; vs CoinGecko turbo: 728 days, median gap 0.12%"
TURTLE,turtle-4,False,,,TURTLEUSDT,1.0,2025-10-22,,"ticker match; vs CoinGecko turtle-4: 331 days, median gap 0.14%"
TUSD,true-usd,True,,,,,,,no Binance USDT perp validated
TUT,tutorial,False,,,TUTUSDT,1.0,2025-03-20,,"ticker match; vs CoinGecko tutorial: 547 days, median gap 0.14%"
TWT,trust-wallet-token,True,,,TWTUSDT,1.0,2023-11-03,,"ticker match; vs CoinGecko trust-wallet-token: 728 days, median gap 0.13%"
TX,tx,True,,,,,,,no Binance USDT perp validated
U,united-stables,True,,,,,,,no Binance USDT perp validated
U1,umbra-2,False,,,,,,,no Binance USDT perp validated
U2U,unicorn-ultra,False,,,,,,,no Binance USDT perp validated
UAI,unifai-network,True,,,UAIUSDT,1.0,2025-11-06,,"ticker match; vs CoinGecko unifai-network: 316 days, median gap 0.27%"
UB,unibase,True,,,UBUSDT,1.0,2025-09-12,,"ticker match; vs CoinGecko unibase: 371 days, median gap 0.26%"
UBT,unibright,False,,,,,,,no Binance USDT perp validated
UBTC,unit-bitcoin,False,,,,,,,no Binance USDT perp validated
UBU,africarare,False,,,,,,,no Binance USDT perp validated
UCN,uchain-2,True,,,,,,,no Binance USDT perp validated
UDS,undeads-games,True,,,,,,,no Binance USDT perp validated
UETH,unit-ethereum,False,,,,,,,no Binance USDT perp validated
UFART,unit-fartcoin,True,,,,,,,no Binance USDT perp validated
UFD,unicorn-fart-dust,False,,,,,,,no Binance USDT perp validated
UFO,ufo-token,False,,,,,,,no Binance USDT perp validated
UKTBL,spiko-uk-t-bills-money-market-fund,True,,,,,,,no Binance USDT perp validated
ULT,shardus,True,,,,,,,no Binance USDT perp validated
ULTI,ultiverse,False,,,,,,,no Binance USDT perp validated
ULTIMA,ultima,True,,,,,,,no Binance USDT perp validated
UMA,uma,True,,,UMAUSDT,1.0,2023-05-09,,"ticker match; vs CoinGecko uma: 728 days, median gap 0.12%"
UMBRA,umbra,False,,,,,,,no Binance USDT perp validated
UMXM,manadia,True,,,,,,,no Binance USDT perp validated
UNA,unagi-token,False,,,,,,,no Binance USDT perp validated
UNCX,unicrypt-2,False,,,,,,,no Binance USDT perp validated
UNI,uniswap,True,,,UNIUSDT,1.0,2020-09-18,,"ticker match; vs CoinGecko uniswap: 728 days, median gap 0.08%"
UNIBTC,universal-btc,False,,,,,,,no Binance USDT perp validated
UNIETH,universal-eth,False,,,,,,,no Binance USDT perp validated
UNP,unipoly,True,,,,,,,no Binance USDT perp validated
UNT,unitywallet-token,True,,,,,,,no Binance USDT perp validated
UNX,unchain-x,False,,,,,,,no Binance USDT perp validated
UOS,ultra,False,,,,,,,no Binance USDT perp validated
UP,superform,True,,,,,,,no Binance USDT perp validated
UPC,upcx,False,,,,,,,no Binance USDT perp validated
UPUMP,unit-pump,True,,,,,,,no Binance USDT perp validated
UQC,uquid-coin,True,,,,,,,no Binance USDT perp validated
URANUS,uranus-4,False,,,,,,,no Binance USDT perp validated
US,talus,False,,,USUSDT,1.0,2025-12-12,,"ticker match; vs CoinGecko talus: 280 days, median gap 0.26%"
USA,american-coin,False,,,,,,,no Binance USDT perp validated
USAT,usa,True,,,,,,,no Binance USDT perp validated
USCR,uscr,False,,,,,,,no Binance USDT perp validated
USD+,usd,False,,,,,,,no Binance USDT perp validated
USD0,usual-usd,True,,,,,,,no Binance USDT perp validated
USD1,usd1-wlfi,True,,,,,,,no Binance USDT perp validated
USD3,web-3-dollar,False,,,,,,,no Binance USDT perp validated
USDA,usda-2,True,,,,,,,no Binance USDT perp validated
USDAF,asymmetry-usdaf-2,False,,,,,,,no Binance USDT perp validated
USDAI,usdai,True,,,,,,,no Binance USDT perp validated
USDAT,saturn-dollar,True,,,,,,,no Binance USDT perp validated
USDB,usdb,False,,,,,,,no Binance USDT perp validated
USDBC,bridged-usd-coin-base,False,,,,,,,no Binance USDT perp validated
USDBR,usdbr,False,,,,,,,no Binance USDT perp validated
USDC,usd-coin,True,,,USDCUSDT,1.0,2023-03-12,,"ticker match; vs CoinGecko usd-coin: 728 days, median gap 0.05%"
USDC.E,bridged-usdc-polygon-pos-bridge,False,,,,,,,no Binance USDT perp validated
USDC.N,ibc-bridged-usdc,False,,,,,,,no Binance USDT perp validated
USDCV,usd-coinvertible,True,,,,,,,no Binance USDT perp validated
USDD,usdd,True,,,,,,,no Binance USDT perp validated
USDE,ethena-usde,True,,,,,,,no Binance USDT perp validated
USDF,falcon-finance,True,,,,,,,no Binance USDT perp validated
USDG,global-dollar,True,,,,,,,no Binance USDT perp validated
USDGLO,glo-dollar,False,,,,,,,no Binance USDT perp validated
USDGO,usdgo,True,,,,,,,no Binance USDT perp validated
USDH,usdh-2,True,,,,,,,no Binance USDT perp validated
USDKG,usdkg,True,,,,,,,no Binance USDT perp validated
USDL,liquid-loans-usdl,False,,,,,,,no Binance USDT perp validated
USDM,megausd,True,,,,,,,no Binance USDT perp validated
USDN,noble-dollar-usdn,False,,,,,,,no Binance USDT perp validated
USDO,openeden-open-dollar,True,,,,,,,no Binance USDT perp validated
USDON,ondo-u-s-dollar-token,True,,,,,,,no Binance USDT perp validated
USDP,paxos-standard,True,,,,,,,no Binance USDT perp validated
USDQ,quantoz-usdq,False,,,,,,,no Binance USDT perp validated
USDR,ring-usd,True,,,,,,,no Binance USDT perp validated
USDS,usds,True,,,,,,,no Binance USDT perp validated
USDT,tether,True,,,,,,,no Binance USDT perp validated
USDT.E,tether-rainbow-bridge,False,,,,,,,no Binance USDT perp validated
USDT.Z,zedxion-bridged-usdt-zedxion,False,,,,,,,no Binance USDT perp validated
USDT0,usdt0,False,,,,,,,no Binance USDT perp validated
USDTB,usdtb,True,,,,,,,no Binance USDT perp validated
USDTE,tether-avalanche-bridged-usdt-e,False,,,,,,,no Binance USDT perp validated
USDU,usdu,True,,,,,,,no Binance USDT perp validated
USDUC,unstable-coin,False,,,,,,,no Binance USDT perp validated
USDV,solomon-usdv,False,,,,,,,no Binance USDT perp validated
USDX,usdx,True,,,,,,,no Binance USDT perp validated
USDXL,last-usd,False,,,,,,,no Binance USDT perp validated
USDY,ondo-us-dollar-yield,True,,,,,,,no Binance USDT perp validated
USDZ,anzen-usdz,False,,,,,,,no Binance USDT perp validated
